Age,Attrition,BusinessTravel,DailyRate,Department,EducationField,Gender,HourlyRate,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
38,No,Travel_Frequently,1490,Research & Development,Life Sciences,Male,42,Laboratory Technician,Married,1702,1,Yes,23,80,1,3,1,0,0,0
40,No,Travel_Rarely,1398,Sales,Life Sciences,Female,79,Manager,Married,18041,0,No,14,80,21,2,20,15,1,12
26,No,Travel_Rarely,1349,Research & Development,Life Sciences,Female,90,Research Scientist,Divorced,2886,1,No,22,80,3,3,3,2,0,2
30,No,Non-Travel,1400,Research & Development,Life Sciences,Male,53,Laboratory Technician,Married,2097,4,No,15,80,9,3,5,3,1,4
29,No,Travel_Rarely,986,Research & Development,Medical,Male,93,Research Director,Married,11935,1,No,18,80,10,2,10,2,0,7
29,Yes,Travel_Rarely,408,Research & Development,Technical Degree,Female,71,Research Scientist,Married,2546,5,No,16,80,6,2,2,2,1,1
19,Yes,Travel_Rarely,489,Human Resources,Technical Degree,Male,52,Human Resources,Single,2564,1,No,12,80,1,3,1,0,0,0
30,No,Non-Travel,1398,Sales,Other,Female,69,Sales Executive,Married,8412,0,No,11,80,10,3,9,8,7,8
57,No,Travel_Rarely,210,Sales,Marketing,Male,56,Manager,Divorced,14118,3,No,12,80,32,3,1,0,0,0
50,No,Travel_Rarely,1099,Research & Development,Life Sciences,Male,88,Manager,Married,17046,0,No,15,80,28,2,27,10,15,7
30,No,Non-Travel,1116,Research & Development,Medical,Female,49,Laboratory Technician,Single,2564,0,No,14,80,12,2,11,7,6,7
60,No,Travel_Frequently,1499,Sales,Marketing,Female,80,Sales Executive,Married,10266,4,No,19,80,22,5,18,13,13,11
47,No,Travel_Rarely,983,Research & Development,Medical,Female,65,Manufacturing Director,Divorced,5070,5,No,13,80,20,2,5,0,0,4
46,No,Travel_Rarely,1009,Research & Development,Life Sciences,Male,51,Research Director,Married,17861,6,No,13,80,26,2,3,2,0,1
35,No,Travel_Rarely,144,Research & Development,Life Sciences,Male,46,Laboratory Technician,Single,4230,0,No,15,80,6,2,5,4,4,3
54,No,Travel_Rarely,548,Research & Development,Life Sciences,Female,42,Laboratory Technician,Single,3780,7,No,11,80,19,3,1,0,0,0
34,No,Travel_Rarely,1303,Research & Development,Life Sciences,Male,62,Research Scientist,Divorced,2768,3,No,12,80,14,3,7,3,5,7
46,No,Travel_Rarely,1125,Sales,Marketing,Female,94,Sales Executive,Married,9071,2,Yes,19,80,15,3,3,2,1,2
31,No,Travel_Rarely,1274,Research & Development,Life Sciences,Male,33,Manufacturing Director,Divorced,10648,1,No,25,80,13,6,13,8,0,8
33,Yes,Travel_Rarely,1277,Research & Development,Medical,Male,56,Manager,Married,13610,7,Yes,12,80,15,2,7,6,7,7
33,Yes,Travel_Rarely,587,Research & Development,Medical,Male,38,Laboratory Technician,Divorced,3408,7,No,13,80,8,2,4,3,1,3
30,No,Travel_Rarely,413,Sales,Marketing,Male,57,Sales Representative,Single,2983,0,No,14,80,4,3,3,2,1,2
35,No,Travel_Rarely,1276,Research & Development,Life Sciences,Male,72,Healthcare Representative,Married,7632,4,Yes,12,80,10,2,8,7,0,0
31,Yes,Travel_Frequently,534,Research & Development,Life Sciences,Male,66,Healthcare Representative,Married,9824,3,No,12,80,12,2,1,0,0,0
34,Yes,Travel_Frequently,988,Human Resources,Human Resources,Female,43,Human Resources,Divorced,9950,9,Yes,15,80,11,2,3,2,0,2
42,No,Travel_Frequently,1474,Research & Development,Other,Male,97,Laboratory Technician,Married,2093,4,No,17,80,8,4,2,2,2,0
36,No,Non-Travel,635,Sales,Medical,Male,32,Sales Executive,Single,9980,1,No,14,80,10,3,10,3,9,7
22,Yes,Travel_Frequently,1368,Research & Development,Technical Degree,Male,99,Laboratory Technician,Single,3894,5,No,16,80,4,3,2,2,1,2
48,No,Travel_Rarely,163,Sales,Marketing,Female,37,Sales Executive,Married,4051,2,No,14,80,14,2,9,7,6,7
55,No,Travel_Rarely,1117,Sales,Life Sciences,Female,83,Manager,Single,16835,3,No,23,80,37,2,10,9,7,7
41,No,Non-Travel,267,Sales,Life Sciences,Male,56,Sales Executive,Single,6230,7,No,14,80,16,3,14,3,1,10
35,No,Travel_Rarely,619,Sales,Marketing,Male,85,Sales Executive,Married,4717,9,No,11,80,15,2,11,9,6,9
40,No,Travel_Rarely,302,Research & Development,Life Sciences,Female,75,Manufacturing Director,Single,13237,7,No,15,80,22,3,20,6,5,13
39,No,Travel_Frequently,443,Research & Development,Life Sciences,Female,48,Laboratory Technician,Married,3755,1,No,11,80,8,3,8,3,0,7
31,No,Travel_Rarely,828,Sales,Life Sciences,Male,77,Sales Executive,Single,6582,4,Yes,13,80,10,2,6,5,0,5
42,No,Travel_Rarely,319,Research & Development,Medical,Male,56,Manufacturing Director,Married,7406,1,Yes,21,80,10,5,10,9,5,8
45,No,Travel_Rarely,561,Sales,Other,Male,61,Sales Executive,Married,4805,0,No,19,80,9,3,8,7,3,7
26,Yes,Travel_Frequently,426,Human Resources,Life Sciences,Female,58,Human Resources,Divorced,2741,0,Yes,11,80,8,2,7,7,1,0
29,No,Travel_Rarely,232,Research & Development,Technical Degree,Male,34,Manufacturing Director,Divorced,4262,4,No,12,80,8,2,3,2,1,2
33,No,Travel_Rarely,922,Research & Development,Medical,Female,95,Research Director,Divorced,16184,4,No,19,80,10,2,6,1,0,5
31,No,Travel_Rarely,688,Sales,Life Sciences,Male,44,Manager,Divorced,11557,9,No,21,80,10,3,5,4,0,1
18,Yes,Travel_Frequently,1306,Sales,Marketing,Male,69,Sales Representative,Single,1878,1,Yes,14,80,0,3,0,0,0,0
40,No,Non-Travel,1094,Sales,Other,Male,58,Sales Executive,Divorced,10932,3,No,15,80,20,2,1,0,0,1
41,No,Non-Travel,509,Research & Development,Other,Female,62,Healthcare Representative,Single,6811,2,Yes,17,80,10,3,8,7,0,7
26,No,Travel_Rarely,775,Sales,Medical,Male,45,Sales Executive,Divorced,4306,5,No,12,80,8,5,0,0,0,0
35,No,Travel_Rarely,195,Sales,Medical,Female,80,Sales Executive,Single,4859,1,No,16,80,5,3,5,4,0,3
34,No,Travel_Rarely,258,Sales,Life Sciences,Male,74,Sales Executive,Single,5337,1,No,12,80,10,3,10,7,5,7
26,Yes,Travel_Rarely,471,Research & Development,Technical Degree,Male,66,Laboratory Technician,Single,2340,1,Yes,18,80,1,3,1,0,0,0
37,No,Travel_Rarely,799,Research & Development,Technical Degree,Female,59,Manufacturing Director,Single,7491,4,No,17,80,12,3,6,5,1,2
46,No,Travel_Frequently,1034,Research & Development,Medical,Female,86,Healthcare Representative,Married,10527,5,No,11,80,28,3,2,2,1,2
41,No,Travel_Rarely,1276,Sales,Life Sciences,Female,91,Manager,Married,16595,7,No,16,80,22,2,18,16,11,8
37,No,Non-Travel,142,Sales,Medical,Male,69,Sales Executive,Divorced,8834,1,No,13,80,9,6,9,5,7,7
52,No,Travel_Rarely,956,Research & Development,Technical Degree,Male,78,Research Scientist,Divorced,5577,3,Yes,12,80,18,3,10,9,6,9
32,Yes,Non-Travel,1474,Sales,Other,Male,60,Sales Executive,Married,4707,8,No,12,80,6,2,4,2,1,2
24,No,Travel_Frequently,535,Sales,Medical,Male,38,Sales Representative,Married,2400,0,No,13,80,3,3,2,2,2,1
38,No,Travel_Rarely,1495,Research & Development,Medical,Female,76,Healthcare Representative,Married,9824,3,No,19,80,18,4,1,0,0,0
37,No,Travel_Rarely,446,Research & Development,Life Sciences,Female,65,Manufacturing Director,Married,6447,6,No,12,80,8,2,6,5,4,3
49,No,Travel_Rarely,1245,Research & Development,Life Sciences,Male,58,Research Director,Divorced,19502,1,Yes,17,80,31,5,31,9,0,9
24,No,Travel_Rarely,691,Research & Development,Medical,Male,89,Research Scientist,Married,2725,1,Yes,11,80,6,3,6,5,1,4
26,No,Travel_Rarely,703,Sales,Marketing,Male,66,Sales Executive,Married,6272,1,No,20,80,6,5,5,3,1,4
24,No,Travel_Rarely,823,Research & Development,Other,Male,94,Laboratory Technician,Married,2127,1,No,21,80,1,2,1,0,0,0
50,No,Travel_Frequently,1246,Human Resources,Medical,Male,99,Manager,Married,18200,1,No,11,80,32,2,32,5,10,7
25,No,Travel_Rarely,622,Sales,Medical,Male,40,Sales Representative,Married,2096,1,No,11,80,7,1,7,4,0,6
24,Yes,Travel_Frequently,1287,Research & Development,Life Sciences,Female,55,Laboratory Technician,Married,2886,1,Yes,16,80,6,4,6,3,1,2
30,Yes,Travel_Frequently,448,Sales,Life Sciences,Male,74,Sales Representative,Married,2033,1,No,18,80,1,2,1,0,0,0
34,No,Travel_Rarely,254,Research & Development,Life Sciences,Male,83,Research Scientist,Married,3622,1,Yes,13,80,6,3,6,5,1,3
31,Yes,Travel_Rarely,1365,Sales,Medical,Male,46,Sales Executive,Divorced,4233,2,No,17,80,9,2,3,1,1,2
35,No,Travel_Rarely,538,Research & Development,Other,Male,54,Laboratory Technician,Single,3681,4,No,14,80,9,3,3,2,0,2
31,No,Travel_Rarely,525,Sales,Medical,Male,66,Sales Executive,Divorced,5460,4,No,22,80,13,4,7,7,5,7
27,No,Travel_Rarely,798,Research & Development,Medical,Female,66,Research Scientist,Divorced,2187,0,No,12,80,6,5,5,3,0,3
37,No,Travel_Rarely,558,Sales,Marketing,Male,75,Sales Executive,Married,9602,4,Yes,11,80,17,3,3,0,1,0
20,No,Travel_Rarely,959,Research & Development,Life Sciences,Female,83,Research Scientist,Single,2836,1,No,13,80,1,0,1,0,0,0
42,No,Travel_Rarely,622,Research & Development,Life Sciences,Female,81,Healthcare Representative,Married,4089,1,No,13,80,10,4,10,2,2,2
43,No,Travel_Rarely,782,Research & Development,Other,Male,50,Research Director,Divorced,16627,4,Yes,14,80,21,3,1,0,0,0
38,No,Travel_Rarely,362,Research & Development,Life Sciences,Female,43,Research Scientist,Single,2619,3,No,17,80,8,3,0,0,0,0
43,No,Travel_Frequently,1001,Research & Development,Medical,Male,72,Laboratory Technician,Divorced,5679,3,Yes,13,80,10,3,8,7,4,7
48,No,Travel_Rarely,1236,Research & Development,Life Sciences,Female,40,Manager,Married,15402,7,No,11,80,21,3,3,2,0,2
44,No,Travel_Rarely,1112,Human Resources,Life Sciences,Female,50,Human Resources,Single,5985,4,No,11,80,10,1,2,2,0,2
34,No,Travel_Rarely,204,Sales,Technical Degree,Female,31,Sales Representative,Divorced,2579,1,Yes,18,80,8,3,8,2,0,6
27,Yes,Travel_Rarely,1420,Sales,Marketing,Male,85,Sales Representative,Divorced,3041,0,No,11,80,5,3,4,3,0,2
21,No,Travel_Rarely,1343,Sales,Technical Degree,Male,49,Sales Representative,Single,3447,1,No,11,80,3,2,3,2,1,2
44,No,Travel_Rarely,1315,Research & Development,Other,Male,35,Manager,Married,19513,4,Yes,12,80,26,2,2,2,0,1
22,No,Travel_Rarely,604,Research & Development,Medical,Male,69,Research Scientist,Married,2773,0,No,20,80,3,3,2,2,2,2
33,No,Travel_Rarely,1216,Sales,Marketing,Male,39,Sales Executive,Divorced,7104,0,No,12,80,6,3,5,0,1,2
32,No,Travel_Rarely,646,Research & Development,Life Sciences,Female,92,Research Scientist,Married,6322,1,Yes,12,80,6,2,6,4,0,5
30,No,Travel_Frequently,160,Research & Development,Medical,Female,71,Research Scientist,Divorced,2083,1,No,20,80,1,2,1,0,0,0
53,No,Travel_Rarely,238,Sales,Medical,Female,34,Sales Executive,Single,8381,7,No,20,80,18,2,14,7,8,10
34,No,Travel_Rarely,1397,Research & Development,Life Sciences,Male,42,Research Scientist,Married,2691,1,No,12,80,10,4,10,9,8,8
45,Yes,Travel_Frequently,306,Sales,Life Sciences,Female,100,Sales Executive,Married,4286,2,No,14,80,5,4,1,1,0,0
26,No,Travel_Rarely,991,Research & Development,Life Sciences,Female,71,Laboratory Technician,Married,2659,1,Yes,13,80,3,2,3,2,0,2
37,No,Travel_Rarely,482,Research & Development,Other,Male,36,Manufacturing Director,Married,9434,1,No,15,80,10,2,10,7,7,8
29,No,Travel_Rarely,1176,Sales,Medical,Female,62,Sales Executive,Married,5561,1,No,14,80,6,5,6,0,1,2
35,No,Travel_Rarely,1017,Research & Development,Life Sciences,Male,82,Research Scientist,Single,6646,1,No,13,80,17,3,17,11,11,8
33,No,Travel_Frequently,1296,Research & Development,Life Sciences,Male,30,Healthcare Representative,Divorced,7725,3,No,23,80,15,2,13,11,4,7
54,No,Travel_Rarely,397,Human Resources,Medical,Male,88,Human Resources,Married,10725,2,No,15,80,16,1,9,7,7,1
36,No,Travel_Rarely,913,Research & Development,Medical,Male,48,Manufacturing Director,Divorced,8847,2,Yes,11,80,13,2,3,2,0,2
27,No,Travel_Rarely,1115,Research & Development,Medical,Male,54,Research Scientist,Single,2045,0,No,13,80,5,0,4,2,1,1
20,Yes,Travel_Rarely,1362,Research & Development,Medical,Male,32,Research Scientist,Single,1009,1,Yes,11,80,1,5,1,0,1,1
33,Yes,Travel_Frequently,1076,Research & Development,Life Sciences,Male,70,Research Scientist,Single,3348,1,Yes,11,80,10,3,10,8,9,7
35,No,Non-Travel,727,Research & Development,Life Sciences,Male,41,Laboratory Technician,Married,1281,1,No,18,80,1,3,1,0,0,0
23,No,Travel_Rarely,885,Research & Development,Medical,Male,58,Research Scientist,Married,2819,2,No,16,80,5,3,3,2,0,2
25,No,Travel_Rarely,810,Sales,Life Sciences,Male,57,Sales Executive,Married,4851,0,No,22,80,4,4,3,2,1,2
38,No,Travel_Rarely,243,Sales,Marketing,Female,46,Sales Executive,Single,4028,0,No,20,80,8,2,7,7,0,5
29,No,Travel_Frequently,806,Research & Development,Life Sciences,Male,76,Research Scientist,Divorced,2720,1,No,18,80,10,5,10,7,2,8
48,No,Travel_Rarely,817,Sales,Marketing,Male,56,Sales Executive,Married,8120,3,No,12,80,12,3,2,2,2,2
27,No,Travel_Frequently,1410,Sales,Medical,Female,71,Sales Executive,Divorced,4647,1,Yes,20,80,6,3,6,5,0,4
37,No,Travel_Rarely,1225,Research & Development,Life Sciences,Male,80,Research Scientist,Single,4680,3,No,17,80,4,2,1,0,0,0
50,No,Travel_Rarely,1207,Research & Development,Medical,Male,74,Laboratory Technician,Married,3221,1,Yes,11,80,20,3,20,8,3,8
34,No,Travel_Rarely,1442,Research & Development,Medical,Female,46,Healthcare Representative,Single,8621,1,No,14,80,9,3,8,7,7,7
24,Yes,Travel_Rarely,693,Sales,Life Sciences,Female,65,Sales Executive,Single,4577,9,No,14,80,4,3,2,2,2,0
39,No,Travel_Rarely,408,Research & Development,Technical Degree,Female,80,Healthcare Representative,Single,4553,1,No,11,80,20,4,20,7,11,10
32,No,Travel_Rarely,929,Sales,Marketing,Male,55,Sales Executive,Single,5396,1,No,12,80,10,2,10,7,0,8
50,Yes,Travel_Frequently,562,Sales,Technical Degree,Male,50,Sales Executive,Married,6796,3,Yes,14,80,18,4,4,3,1,3
38,No,Travel_Rarely,827,Research & Development,Life Sciences,Female,33,Healthcare Representative,Single,7625,0,No,13,80,10,4,9,7,1,8
27,No,Travel_Rarely,608,Research & Development,Life Sciences,Female,68,Manufacturing Director,Married,7412,1,No,11,80,9,3,9,7,0,7
32,No,Travel_Rarely,1018,Research & Development,Life Sciences,Female,39,Research Director,Single,11159,3,No,15,80,10,6,7,7,7,7
47,No,Travel_Rarely,703,Sales,Marketing,Male,42,Sales Executive,Single,4960,2,No,12,80,20,2,7,7,1,7
40,No,Travel_Frequently,580,Sales,Life Sciences,Male,48,Sales Executive,Married,10475,5,Yes,21,80,20,2,18,13,1,12
53,No,Travel_Rarely,970,Research & Development,Life Sciences,Male,59,Research Director,Married,14814,3,No,19,80,32,3,5,1,1,3
41,No,Travel_Rarely,427,Human Resources,Human Resources,Male,73,Manager,Divorced,19141,3,No,15,80,23,2,21,6,12,6
60,No,Travel_Rarely,1179,Sales,Marketing,Male,84,Sales Executive,Single,5405,8,No,14,80,10,1,2,2,2,2
27,No,Travel_Frequently,294,Research & Development,Life Sciences,Male,32,Manufacturing Director,Divorced,8793,1,No,21,80,9,4,9,7,1,7
41,No,Travel_Rarely,314,Human Resources,Human Resources,Male,59,Manager,Married,19189,1,No,12,80,22,3,22,7,2,10
50,No,Travel_Rarely,316,Sales,Marketing,Male,54,Sales Representative,Married,3875,7,No,15,80,4,2,2,2,2,2
28,Yes,Travel_Rarely,654,Research & Development,Life Sciences,Female,67,Research Scientist,Single,2216,7,Yes,13,80,10,4,7,7,3,7
36,No,Non-Travel,427,Research & Development,Life Sciences,Female,63,Research Director,Married,11713,9,No,14,80,10,2,8,7,0,5
38,No,Travel_Rarely,168,Research & Development,Life Sciences,Female,81,Manufacturing Director,Single,7861,4,Yes,14,80,10,4,1,0,0,0
44,No,Non-Travel,381,Research & Development,Medical,Male,49,Laboratory Technician,Single,3708,2,No,14,80,9,5,5,2,1,4
47,No,Travel_Frequently,217,Sales,Medical,Female,49,Sales Executive,Divorced,13770,9,Yes,12,80,28,2,22,2,11,13
30,No,Travel_Rarely,501,Sales,Marketing,Male,99,Sales Executive,Divorced,5304,7,No,23,80,10,2,8,7,7,7
29,No,Travel_Rarely,1396,Sales,Life Sciences,Male,99,Sales Representative,Single,2642,1,No,11,80,1,6,1,0,0,0
42,Yes,Travel_Frequently,933,Research & Development,Medical,Male,57,Research Scientist,Divorced,2759,6,Yes,12,80,7,2,2,2,2,2
43,No,Travel_Frequently,775,Sales,Life Sciences,Male,47,Sales Executive,Married,6804,3,No,18,80,7,5,2,2,2,2
34,No,Travel_Rarely,970,Research & Development,Medical,Female,96,Healthcare Representative,Single,6142,3,No,11,80,10,2,5,1,4,3
23,No,Travel_Rarely,650,Research & Development,Medical,Male,37,Laboratory Technician,Married,2500,1,No,14,80,5,2,4,3,0,2
39,No,Travel_Rarely,141,Human Resources,Human Resources,Female,44,Human Resources,Married,6389,9,No,15,80,12,3,8,3,3,6
56,No,Travel_Rarely,832,Research & Development,Medical,Male,81,Healthcare Representative,Married,11103,7,No,11,80,30,1,10,7,1,1
40,No,Travel_Rarely,804,Research & Development,Medical,Female,86,Research Scientist,Single,2342,0,Yes,20,80,5,2,4,2,2,3
27,No,Travel_Rarely,975,Research & Development,Medical,Female,55,Healthcare Representative,Single,6811,8,No,19,80,9,2,7,6,0,7
29,No,Travel_Rarely,1090,Sales,Marketing,Male,83,Sales Representative,Divorced,2297,1,No,14,80,2,2,2,2,2,2
53,No,Travel_Rarely,346,Research & Development,Life Sciences,Male,86,Laboratory Technician,Single,2450,2,No,17,80,19,4,2,2,2,2
35,No,Non-Travel,1225,Research & Development,Life Sciences,Female,61,Healthcare Representative,Divorced,5093,2,No,11,80,16,2,1,0,0,0
32,No,Travel_Frequently,430,Research & Development,Life Sciences,Male,80,Laboratory Technician,Married,5309,1,No,15,80,10,2,10,8,4,7
38,No,Travel_Rarely,268,Research & Development,Medical,Male,92,Research Scientist,Married,3057,6,Yes,13,80,6,0,1,0,0,1
34,No,Travel_Rarely,167,Research & Development,Life Sciences,Female,32,Manufacturing Director,Divorced,5121,3,No,14,80,7,3,0,0,0,0
52,No,Travel_Rarely,621,Sales,Marketing,Male,31,Manager,Married,16856,1,No,11,80,34,3,34,6,1,16
33,Yes,Travel_Rarely,527,Research & Development,Other,Male,63,Research Scientist,Single,2686,1,Yes,13,80,10,2,10,9,7,8
25,No,Travel_Rarely,883,Sales,Medical,Female,32,Sales Executive,Single,6180,1,No,23,80,6,5,6,5,1,4
45,No,Travel_Rarely,954,Sales,Technical Degree,Male,46,Sales Representative,Single,6632,0,No,13,80,9,3,8,7,3,1
23,No,Travel_Rarely,310,Research & Development,Medical,Male,79,Research Scientist,Single,3505,1,No,18,80,2,3,2,2,0,2
47,Yes,Travel_Frequently,719,Sales,Life Sciences,Female,77,Sales Executive,Single,6397,4,Yes,12,80,8,2,5,4,1,3
34,No,Travel_Rarely,304,Sales,Other,Male,60,Sales Executive,Single,6274,1,No,22,80,6,5,6,5,1,4
55,Yes,Travel_Rarely,725,Research & Development,Medical,Male,78,Manager,Married,19859,5,Yes,13,80,24,2,5,2,1,4
36,No,Non-Travel,1434,Sales,Life Sciences,Male,76,Sales Executive,Single,7587,1,No,15,80,10,1,10,7,0,9
52,No,Non-Travel,715,Research & Development,Medical,Male,41,Research Scientist,Married,4258,0,No,18,80,5,3,4,3,1,2
26,No,Travel_Frequently,575,Research & Development,Life Sciences,Female,71,Laboratory Technician,Divorced,4364,3,No,14,80,5,2,2,2,2,0
29,No,Travel_Rarely,657,Research & Development,Medical,Female,66,Healthcare Representative,Married,4335,4,No,12,80,11,3,8,7,1,1
26,Yes,Travel_Rarely,1146,Sales,Technical Degree,Male,38,Sales Executive,Single,5326,6,No,17,80,6,2,4,3,1,2
34,No,Travel_Rarely,182,Research & Development,Life Sciences,Female,72,Research Scientist,Single,3280,2,No,16,80,10,2,4,2,1,3
54,No,Travel_Rarely,376,Research & Development,Medical,Female,95,Manufacturing Director,Divorced,5485,9,Yes,11,80,9,4,5,3,1,4
27,No,Travel_Frequently,829,Sales,Marketing,Male,84,Sales Executive,Married,4342,0,No,19,80,5,3,4,2,1,1
37,No,Travel_Rarely,571,Research & Development,Life Sciences,Female,82,Research Scientist,Divorced,2782,0,Yes,13,80,6,3,5,3,4,3
38,No,Travel_Frequently,240,Research & Development,Life Sciences,Female,75,Manufacturing Director,Single,5980,6,Yes,12,80,17,2,15,7,4,12
34,No,Travel_Rarely,121,Research & Development,Medical,Female,86,Research Scientist,Single,4381,1,No,11,80,6,3,6,5,1,3
35,No,Travel_Rarely,384,Sales,Life Sciences,Female,72,Sales Representative,Married,2572,1,No,16,80,3,1,3,2,0,2
30,No,Travel_Rarely,921,Research & Development,Life Sciences,Male,38,Laboratory Technician,Married,3833,3,No,21,80,7,2,2,2,0,2
40,No,Travel_Frequently,791,Research & Development,Medical,Female,38,Healthcare Representative,Married,4244,1,No,24,80,8,2,8,7,3,7
34,No,Travel_Rarely,1111,Sales,Life Sciences,Female,93,Sales Executive,Married,6500,5,No,17,80,6,1,3,2,1,2
42,No,Travel_Frequently,570,Research & Development,Life Sciences,Male,66,Manager,Divorced,18430,1,No,13,80,24,4,24,7,14,9
23,Yes,Travel_Rarely,1243,Research & Development,Life Sciences,Male,63,Laboratory Technician,Married,1601,1,Yes,21,80,1,2,0,0,0,0
24,No,Non-Travel,1092,Research & Development,Life Sciences,Male,60,Laboratory Technician,Divorced,2694,1,No,11,80,1,4,1,0,0,0
52,No,Travel_Rarely,1325,Research & Development,Life Sciences,Female,82,Laboratory Technician,Married,3149,8,No,20,80,9,3,5,2,1,4
50,No,Travel_Rarely,691,Research & Development,Medical,Male,64,Research Director,Married,17639,5,No,16,80,30,3,4,3,0,3
29,Yes,Travel_Rarely,805,Research & Development,Life Sciences,Female,36,Laboratory Technician,Married,2319,1,Yes,11,80,1,1,1,0,0,0
33,No,Travel_Rarely,213,Research & Development,Medical,Male,49,Research Director,Married,11691,0,No,11,80,14,3,13,9,3,7
33,Yes,Travel_Rarely,118,Sales,Marketing,Female,69,Sales Executive,Single,5324,5,No,15,80,6,3,3,2,0,2
47,No,Travel_Rarely,202,Research & Development,Other,Female,33,Manager,Married,16752,1,Yes,11,80,26,3,26,14,3,0
36,No,Travel_Rarely,676,Research & Development,Other,Female,35,Manufacturing Director,Married,5228,0,No,15,80,10,2,9,7,0,5
29,No,Travel_Rarely,1252,Research & Development,Life Sciences,Male,81,Research Scientist,Married,2700,1,No,24,80,10,3,10,7,0,7
58,Yes,Travel_Rarely,286,Research & Development,Life Sciences,Male,31,Research Director,Single,19246,7,Yes,12,80,40,2,31,15,13,8
35,No,Travel_Rarely,1258,Research & Development,Life Sciences,Female,40,Research Scientist,Single,2506,3,No,13,80,7,0,2,2,2,2
42,No,Travel_Rarely,932,Research & Development,Life Sciences,Female,43,Manufacturing Director,Married,6062,9,Yes,13,80,8,4,4,3,0,2
28,Yes,Travel_Rarely,890,Research & Development,Medical,Male,46,Research Scientist,Single,4382,6,No,17,80,5,3,2,2,2,1
36,No,Travel_Rarely,1041,Human Resources,Human Resources,Male,36,Human Resources,Married,2143,4,No,13,80,8,2,5,2,0,4
32,No,Travel_Rarely,859,Research & Development,Life Sciences,Female,98,Manufacturing Director,Married,6162,1,No,12,80,14,3,14,13,6,8
40,No,Travel_Frequently,720,Research & Development,Medical,Male,51,Laboratory Technician,Single,5094,6,No,14,80,10,6,1,0,0,0
30,No,Travel_Rarely,946,Research & Development,Medical,Female,52,Manufacturing Director,Single,6877,5,Yes,24,80,12,4,0,0,0,0
45,No,Travel_Rarely,252,Research & Development,Life Sciences,Female,95,Research Scientist,Single,2274,1,No,14,80,1,3,1,0,0,0
42,No,Travel_Rarely,933,Research & Development,Life Sciences,Male,98,Manufacturing Director,Married,4434,1,No,13,80,10,3,9,8,7,8
38,No,Travel_Frequently,471,Research & Development,Life Sciences,Male,45,Healthcare Representative,Divorced,6288,2,No,15,80,13,3,4,3,1,2
34,No,Travel_Frequently,702,Research & Development,Life Sciences,Female,100,Research Scientist,Single,2553,1,No,16,80,6,3,5,2,1,3
49,Yes,Travel_Rarely,1184,Sales,Marketing,Female,43,Sales Executive,Married,7654,1,No,18,80,9,3,9,8,7,7
55,Yes,Travel_Rarely,436,Sales,Medical,Male,37,Sales Executive,Single,5160,4,No,16,80,12,3,9,7,7,3
43,No,Travel_Rarely,589,Research & Development,Life Sciences,Male,94,Research Director,Married,17159,6,No,24,80,22,3,4,1,1,0
27,No,Travel_Rarely,269,Research & Development,Technical Degree,Male,42,Research Director,Divorced,12808,1,Yes,16,80,9,3,9,8,0,8
35,No,Travel_Rarely,950,Research & Development,Other,Male,59,Manufacturing Director,Single,10221,3,No,21,80,17,3,8,5,1,6
28,No,Travel_Rarely,760,Sales,Marketing,Female,81,Sales Executive,Married,4779,1,Yes,20,80,8,2,8,7,7,5
34,No,Travel_Rarely,829,Human Resources,Human Resources,Male,88,Human Resources,Married,3737,0,No,19,80,4,1,3,2,0,2
26,Yes,Travel_Frequently,887,Research & Development,Medical,Female,88,Research Scientist,Married,2366,1,Yes,14,80,8,2,8,7,1,7
27,No,Non-Travel,443,Research & Development,Medical,Male,50,Research Scientist,Married,1706,1,No,11,80,0,6,0,0,0,0
51,No,Travel_Rarely,1318,Sales,Marketing,Female,66,Manager,Married,16307,2,No,14,80,29,2,20,6,4,17
44,No,Travel_Rarely,625,Research & Development,Medical,Male,50,Healthcare Representative,Single,5933,9,No,12,80,10,2,5,2,2,3
25,No,Travel_Rarely,180,Research & Development,Medical,Male,65,Research Scientist,Single,3424,7,No,13,80,6,3,4,3,0,1
33,No,Travel_Rarely,586,Sales,Medical,Male,48,Sales Executive,Divorced,4037,1,No,22,80,9,5,9,8,0,8
35,No,Travel_Rarely,1343,Research & Development,Medical,Female,53,Research Scientist,Single,2559,1,No,11,80,6,3,6,5,1,1
36,No,Travel_Rarely,928,Sales,Life Sciences,Male,56,Sales Executive,Married,6201,1,Yes,14,80,18,1,18,14,4,11
32,No,Travel_Rarely,117,Sales,Life Sciences,Male,73,Sales Executive,Divorced,4403,2,No,11,80,8,3,5,2,0,3
30,No,Travel_Frequently,1012,Research & Development,Life Sciences,Male,75,Research Scientist,Divorced,3761,9,No,12,80,10,3,5,4,0,3
53,No,Travel_Rarely,661,Sales,Marketing,Female,78,Sales Executive,Married,10934,7,Yes,18,80,35,3,5,2,0,4
45,No,Travel_Rarely,930,Sales,Marketing,Male,74,Sales Executive,Divorced,10761,4,Yes,12,80,18,2,5,4,0,2
32,No,Travel_Rarely,638,Research & Development,Medical,Female,91,Research Scientist,Married,5175,5,No,12,80,9,3,5,3,1,3
